city,otherName,country,latitude,longitude,year,population,certainty,source,overlapCandidateCount
Samarkand,Sumarqand,Uzbekistan,39.6576,66.947561,-712,45000,1,chandler,1
Babylon,,Iraq,32.536389,44.420833,-700,100000,1,modelski_ancient,1
Caracol,El Caracol,Mexico,20.6792,-88.5707,-700,140000,3,modelski_ancient,1
Linzi,,China,36.8167,118.3,-700,100000,1,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,-700,100000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-700,100000,2,modelski_ancient,1
Nineveh,,Iraq,36.359444,43.152778,-700,100000,1,modelski_ancient,1
Teotihuacan,,Mexico,19.69291001,-98.84606,-700,100000,1,modelski_ancient,1
Thebes,Waset,Egypt,25.720556,32.610278,-700,100000,1,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-650,60000,1,chandler,1
Jerusalem,,Israel,31.76904,35.21633,-650,45000,1,chandler,1
Luoyang,Honan,China,34.669722,112.442222,-650,70000,2,chandler,1
Mareb,Marib,Yemen,15.40427477,45.355823,-650,45000,1,chandler,1
Miletus,,Turkey,37.530278,27.278333,-650,50000,2,chandler,1
Nimrud,Calah,Iraq,36.09813154,43.32875612,-650,40000,1,chandler,1
Nineveh,,Iraq,36.359444,43.152778,-650,120000,2,chandler,1
Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.03385,125.75432,-650,30000,1,chandler,1
Sais,Sa el-Hagar ,Egypt,30.96485438,30.76872699,-650,48000,1,chandler,1
Susa,,Iran,32.19085,48.246028,-650,30000,1,chandler,1
Babylon,,Iraq,32.536389,44.420833,-600,200000,1,modelski_ancient,1
Caracol,El Caracol,Mexico,20.6792,-88.5707,-600,100000,3,modelski_ancient,1
Carthage,,Tunisia,36.8581,10.3308,-600,100000,3,modelski_ancient,1
Linzi,,China,36.8167,118.3,-600,100000,1,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,-600,200000,1,modelski_ancient,1
Teotihuacan,,Mexico,19.69291001,-98.84606,-600,100000,1,modelski_ancient,1
Tikal,Tical,Guatemala,17.222094,-89.623614,-600,100000,1,modelski_ancient,1
Anyi,,China,28.8389,115.599,-500,100000,3,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-500,200000,1,modelski_ancient,1
Caracol,El Caracol,Mexico,20.6792,-88.5707,-500,100000,3,modelski_ancient,1
Carthage,,Tunisia,36.8581,10.3308,-500,100000,3,modelski_ancient,1
Ecbatana,,Iran,34.8053317919,48.51738769,-500,100000,1,modelski_ancient,1
Handan,Ye,China,36.6,114.483333,-500,100000,3,modelski_ancient,1
Kaifeng,"Bienliang, Pienliang",China,34.7986,114.30742,-500,100000,1,modelski_ancient,1
Linzi,,China,36.8167,118.3,-500,200000,1,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,-500,200000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-500,100000,2,modelski_ancient,1
Qufu,Lu,China,35.6,117.033333,-500,100000,1,modelski_ancient,1
Rajagriha,Rajgir,India,25.03,85.42,-500,100000,2,modelski_ancient,1
Rome,,Italy,41.89474,12.4839,-500,100000,1,modelski_ancient,1
Shangqi,Shanghi,China,31.22222,121.45806,-500,100000,3,modelski_ancient,1
Syracuse,,Greece,37.06082237,15.29420264,-500,100000,2,modelski_ancient,1
Tiahuanaco,Tiwanaku,Bolivia,-16.55228,-68.67953,-500,100000,1,modelski_ancient,1
Agrigento,Agrigentum,Italy,37.29082765,13.58427204,-430,40000,1,chandler,1
Argos,Argolis,Greece,37.63333,22.73333,-430,40000,1,chandler,1
Athens,,Greece,37.97945,23.71622,-430,155000,1,chandler,1
Babylon,,Iraq,32.536389,44.420833,-430,200000,1,chandler,1
Carthage,,Tunisia,36.8581,10.3308,-430,50000,3,chandler,1
Changsha,,China,28.196111,112.972222,-430,40000,1,chandler,1
Corinth,,Greece,37.938636,22.932228,-430,70000,1,chandler,1
Crotone,Croton,Italy,39.08144536,17.12880422,-430,35000,2,chandler,1
Cyrene,near present-day Shahhat,Libya,32.81901498,21.85583296,-430,35000,3,chandler,1
Damascus,,Syria,33.5102,36.29128,-430,30000,1,chandler,1
Ecbatana,,Iran,34.8053317919,48.51738769,-430,90000,1,chandler,1
Elis,Eleia,Greece,37.89189226,21.37348005,-430,30000,1,chandler,1
Gela,,Italy,37.08034,14.23068,-430,35000,1,chandler,1
Jerusalem,,Israel,31.76904,35.21633,-430,49000,1,chandler,1
Kerkira,"Corfu, Corcyra,  K�rkira",Greece,39.583333,19.866667,-430,35000,2,chandler,1
Lucheng,,China,36.316667,113.216667,-430,50000,3,chandler,1
Luoyang,Honan,China,34.669722,112.442222,-430,100000,2,chandler,1
Memphis,,Egypt,29.844722,31.250833,-430,100000,2,chandler,1
Messina,,Italy,38.19327,15.54969,-430,38000,1,chandler,1
Patna,,India,25.610533,85.14145,-430,100000,1,chandler,1
Perspolis,,Iran,29.93448748,52.89096558,-430,50000,1,chandler,1
Rome,,Italy,41.89474,12.4839,-430,35000,1,chandler,1
Sardis,Sardes,Turkey,38.48226723,28.04759086,-430,35000,1,chandler,1
Sidon,,Lebanon,33.55993,35.37564,-430,36000,1,chandler,1
Sparti,"Sp�rti, Sparta",Greece,37.08182158,22.4234456,-430,40000,1,chandler,1
Susa,,Iran,32.19085,48.246028,-430,70000,1,chandler,1
Suzhou,Soochow,China,31.3,120.6,-430,60000,1,chandler,1
Syracuse,,Greece,37.06082237,15.29420264,-430,125000,2,chandler,1
Taranto,"Tartentum, Tarentum",Italy,40.47054509,17.24555378,-430,40000,3,chandler,1
Tyre,,Lebanon,33.27333,35.19389,-430,35000,3,chandler,1
Vaishali,Vaisali,India,25.6833,85.081782,-430,45000,3,chandler,1
Varanasi,Benares,India,25.317645,82.973914,-430,54000,2,chandler,1
Anyi,,China,28.8389,115.599,-400,100000,3,modelski_ancient,1
Athens,,Greece,37.97945,23.71622,-400,100000,1,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-400,200000,1,modelski_ancient,1
Carthage,,Tunisia,36.8581,10.3308,-400,200000,3,modelski_ancient,1
Ecbatana,,Iran,34.8053317919,48.51738769,-400,100000,1,modelski_ancient,1
Handan,Ye,China,36.6,114.483333,-400,100000,3,modelski_ancient,1
Kaifeng,"Bienliang, Pienliang",China,34.7986,114.30742,-400,200000,1,modelski_ancient,1
Linzi,,China,36.8167,118.3,-400,200000,1,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,-400,200000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-400,100000,2,modelski_ancient,1
Pataliputra,near Patna,India,25.611,85.144,-400,100000,1,modelski_ancient,1
Qufu,Lu,China,35.6,117.033333,-400,100000,1,modelski_ancient,1
Rome,,Italy,41.89474,12.4839,-400,150000,1,modelski_ancient,1
Samarkand,Sumarqand,Uzbekistan,39.6576,66.947561,-400,100000,1,modelski_ancient,1
Shangqi,Shanghi,China,31.22222,121.45806,-400,130000,3,modelski_ancient,1
Suzhou,Soochow,China,31.3,120.6,-400,100000,1,modelski_ancient,1
Syracuse,,Greece,37.06082237,15.29420264,-400,120000,2,modelski_ancient,1
Vaishali,Vaisali,India,25.6833,85.081782,-400,100000,1,modelski_ancient,1
Xinzheng,,China,34.233333,113.433333,-400,100000,1,modelski_ancient,1
Yiyang,,China,28.583333,112.333333,-400,100000,1,modelski_ancient,1
Alexandria,,Egypt,31.200092,29.918739,-300,300000,1,modelski_ancient,1
Anyi,,China,28.8389,115.599,-300,100000,3,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-300,100000,1,modelski_ancient,1
Capua,,Italy,41.09971,14.22013,-300,100000,1,modelski_ancient,1
Carthage,,Tunisia,36.8581,10.3308,-300,500000,3,modelski_ancient,1
Jerusalem,,Israel,31.76904,35.21633,-300,100000,1,modelski_ancient,1
Linzi,,China,36.8167,118.3,-300,350000,1,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,-300,250000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-300,100000,2,modelski_ancient,1
Pataliputra,near Patna,India,25.611,85.144,-300,400000,1,modelski_ancient,1
Qufu,Lu,China,35.6,117.033333,-300,180000,1,modelski_ancient,1
Rome,,Italy,41.89474,12.4839,-300,250000,1,modelski_ancient,1
Samarkand,Sumarqand,Uzbekistan,39.6576,66.947561,-300,100000,1,modelski_ancient,1
Seleucia,,Iraq,33.094444,44.522222,-300,100000,2,modelski_ancient,1
Shangqi,Shanghi,China,31.22222,121.45806,-300,100000,3,modelski_ancient,1
Suzhou,Soochow,China,31.3,120.6,-300,100000,1,modelski_ancient,1
Syracuse,,Greece,37.06082237,15.29420264,-300,200000,2,modelski_ancient,1
Taxilla,Taxila,Pakistan,33.75743141,72.82952293,-300,100000,1,modelski_ancient,1
Tollan,Tula,Mexico,20.06369902,-99.3409691,-300,100000,2,modelski_ancient,1
Vaishali,Vaisali,India,25.6833,85.081782,-300,200000,1,modelski_ancient,1
Xianyang,,China,34.35,108.716667,-300,100000,1,modelski_ancient,1
Xinzheng,,China,34.233333,113.433333,-300,120000,1,modelski_ancient,1
Yiyang,,China,28.583333,112.333333,-300,200000,1,modelski_ancient,1
Alexandria,,Egypt,31.200092,29.918739,-200,600000,1,modelski_ancient,2
Antioch,,Syria/Turkey,36.20655,36.15722,-200,120000,2,chandler,1
Antioch,,Turkey,36.20655,36.15722,-200,100000,2,modelski_ancient,1
Balkh,,Afghanistan,36.75635,66.8972,-200,75000,1,chandler,1
Carthage,,Tunisia,36.8581,10.3308,-200,200000,3,modelski_ancient,2
Changsha,,China,28.196111,112.972222,-200,38000,1,chandler,1
Cyrene,near present-day Shahhat,Libya,32.81901498,21.85583296,-200,30000,3,chandler,1
Ephesus,,Turkey,37.94049284,27.34104109,-200,100000,3,modelski_ancient,2
Izapa,,Mexico,14.92339814,-92.17999,-200,35000,1,chandler,1
Jerusalem,,Israel,31.76904,35.21633,-200,100000,1,modelski_ancient,1
Linzi,,China,36.8167,118.3,-200,100000,1,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,-200,200000,1,modelski_ancient,2
Messina,,Italy,38.19327,15.54969,-200,35000,1,chandler,1
Olbia,,Italy,40.9167,9.5,-200,30000,2,chandler,1
Paithan,Prati??h?na,India,19.47506,75.38558,-200,60000,3,chandler,1
Pataliputra,near Patna,India,25.611,85.144,-200,350000,1,modelski_ancient,1
Patna,,India,25.610533,85.14145,-200,350000,1,chandler,1
Pergamum,,Turkey,39.13225127,27.1836318,-200,200000,1,modelski_ancient,2
Rhodes,,Greece,36.4333,28.2167,-200,42000,2,chandler,1
Rome,,Italy,41.89474,12.4839,-200,210000,1,modelski_ancient,1
Seleucia,,Iraq,33.094444,44.522222,-200,200000,2,modelski_ancient,2
Sparti,"Sp�rti, Sparta",Greece,37.08182158,22.4234456,-200,30000,1,chandler,1
Syracuse,,Greece,37.06082237,15.29420264,-200,100000,2,chandler,1
Taxilla,Taxila,Pakistan,33.75743141,72.82952293,-200,150000,1,modelski_ancient,2
Tres Zapotes,,Mexico,18.466667,-95.433333,-200,30000,2,chandler,1
Ujjain,,India,23.18239,75.77643,-200,100000,3,modelski_ancient,1
Vaishali,Vaisali,India,25.6833,85.081782,-200,100000,1,modelski_ancient,1
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,-200,100000,1,modelski_ancient,2
Xianyang,,China,34.35,108.716667,-200,100000,1,modelski_ancient,1
Alexandria,,Egypt,31.200092,29.918739,-100,1000000,1,modelski_ancient,1
Ankara,Angora,Turkey,39.91987,32.85427,-100,34000,1,chandler,1
Antioch,,Syria/Turkey,36.20655,36.15722,-100,150000,2,chandler,1
Antioch,,Turkey,36.20655,36.15722,-100,125000,2,modelski_ancient,1
Anuradhapura,Anuradha-Pura,Sri Lanka,8.31223,80.41306,-100,100000,1,modelski_ancient,2
Apamea,,Turkey,35.41853326,36.40475674,-100,100000,3,modelski_ancient,2
Athens,,Greece,37.97945,23.71622,-100,75000,1,chandler,1
Cadiz,,Spain,36.52978,-6.29465,-100,62000,1,chandler,1
Capua,,Italy,41.09971,14.22013,-100,36000,1,chandler,1
Carthage,,Tunisia,36.8581,10.3308,-100,100000,3,chandler,1
Chengdu,,China,30.66667,104.06667,-100,70000,1,chandler,1
Corinth,,Greece,37.938636,22.932228,-100,50000,1,chandler,1
Duhuang,Tunhuang,China,40.15,94.666667,-100,32000,2,chandler,1
Ephesus,,Turkey,37.94049284,27.34104109,-100,100000,3,modelski_ancient,2
Gortyn,"Gortys, Gortyna",Greece,35.06262738,24.94680958,-100,30000,1,chandler,1
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,-100,36000,1,chandler,1
Jerusalem,,Israel,31.76904,35.21633,-100,100000,1,modelski_ancient,1
Linzi,,China,36.8167,118.3,-100,100000,1,modelski_ancient,1
London,,United Kingdom,51.511214,-0.119825,-100,30000,1,chandler,1
Luoyang,Honan,China,34.669722,112.442222,-100,200000,1,modelski_ancient,1
Lyon,,France,45.74846,4.84671,-100,50000,1,chandler,1
Maoling,,China,34.335853,108.570328,-100,100000,3,modelski_ancient,1
Milan,,Italy,45.465453,9.198786,-100,30000,1,chandler,1
Nimes,N�mes ,France,43.83333,4.35,-100,44000,1,chandler,1
Ostia,,Italy,41.75551909,12.28966708,-100,30000,1,chandler,1
Oxyrhyncus,,Egypt,28.53558797,30.65990829,-100,34000,2,chandler,1
Pataliputra,near Patna,India,25.611,85.144,-100,200000,1,modelski_ancient,1
Pergamum,,Turkey,39.13225127,27.1836318,-100,100000,1,modelski_ancient,2
Petra,,Jordan,30.325172,35.442581,-100,30000,1,chandler,1
Qufu,Lu,China,35.6,117.033333,-100,100000,1,modelski_ancient,1
Rome,,Italy,41.89474,12.4839,-100,400000,1,modelski_ancient,1
Seleucia,,Iraq,33.094444,44.522222,-100,300000,2,modelski_ancient,2
Smyrna,Izmir,Turkey,38.41273,27.13838,-100,90000,1,chandler,1
Taxilla,Taxila,Pakistan,33.75743141,72.82952293,-100,150000,1,modelski_ancient,1
Teotihuacan,,Mexico,19.69291001,-98.84606,-100,45000,1,chandler,1
Thessaloniki,"Salonica, Thessalonica",Greece,40.63935,22.944606,-100,35000,1,chandler,1
Vaishali,Vaisali,India,25.6833,85.081782,-100,100000,1,modelski_ancient,1
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,-100,400000,1,modelski_ancient,1
Zafar,Dhafar,Yemen,14.21175142,44.40341925,-100,60000,2,chandler,1
Alexandria,,Egypt,31.200092,29.918739,1,400000,1,modelski_ancient,1
Antioch,,Turkey,36.20655,36.15722,1,270000,2,modelski_ancient,1
Anuradhapura,Anuradha-Pura,Sri Lanka,8.31223,80.41306,1,100000,1,modelski_ancient,1
Apamea,,Turkey,35.41853326,36.40475674,1,130000,3,modelski_ancient,1
Chengdu,,China,30.66667,104.06667,1,250000,1,modelski_ancient,1
Ephesus,,Turkey,37.94049284,27.34104109,1,200000,3,modelski_ancient,1
Jerusalem,,Israel,31.76904,35.21633,1,100000,1,modelski_ancient,1
Linzi,,China,36.8167,118.3,1,100000,1,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,1,260000,1,modelski_ancient,1
Maoling,,China,34.335853,108.570328,1,180000,3,modelski_ancient,1
Merv,Merw,Turkmenistan,37.6628,62.1925,1,100000,1,modelski_ancient,1
Pataliputra,near Patna,India,25.611,85.144,1,100000,1,modelski_ancient,1
Pergamum,,Turkey,39.13225127,27.1836318,1,160000,1,modelski_ancient,1
Peshawar,"Purusapura, Pushkalavati",Pakistan,34.008,71.57849,1,100000,1,modelski_ancient,1
Qufu,Lu,China,35.6,117.033333,1,170000,1,modelski_ancient,1
Rome,,Italy,41.89474,12.4839,1,800000,1,modelski_ancient,1
Seleucia,,Iraq,33.094444,44.522222,1,400000,2,modelski_ancient,1
Taxilla,Taxila,Pakistan,33.75743141,72.82952293,1,100000,1,modelski_ancient,1
Vaishali,Vaisali,India,25.6833,85.081782,1,100000,1,modelski_ancient,1
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,1,420000,1,modelski_ancient,1
Alexandria,,Egypt,31.200092,29.918739,100,500000,1,modelski_ancient,1
Antioch,,Turkey,36.20655,36.15722,100,330000,2,modelski_ancient,1
Anuradhapura,Anuradha-Pura,Sri Lanka,8.31223,80.41306,100,200000,1,modelski_ancient,1
Apamea,,Turkey,35.41853326,36.40475674,100,100000,3,modelski_ancient,1
Cadiz,,Spain,36.52978,-6.29465,100,65000,1,chandler,1
Capua,,Italy,41.09971,14.22013,100,170000,1,modelski_ancient,1
Carthage,,Tunisia,36.8581,10.3308,100,250000,3,modelski_ancient,1
Ephesus,,Turkey,37.94049284,27.34104109,100,200000,3,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,100,420000,1,modelski_ancient,2
Madurai,,India,9.91735,78.11962,100,50000,1,chandler,1
Merv,Merw,Turkmenistan,37.6628,62.1925,100,100000,1,modelski_ancient,1
Pataliputra,near Patna,India,25.611,85.144,100,100000,1,modelski_ancient,1
Pergamum,,Turkey,39.13225127,27.1836318,100,140000,1,modelski_ancient,1
Peshawar,"Purusapura, Pushkalavati",Pakistan,34.008,71.57849,100,100000,1,modelski_ancient,1
Rome,,Italy,41.89474,12.4839,100,1000000,1,modelski_ancient,2
Seleucia,,Iraq,33.094444,44.522222,100,400000,2,modelski_ancient,1
Smyrna,Izmir,Turkey,38.41273,27.13838,100,125000,1,modelski_ancient,1
Taxilla,Taxila,Pakistan,33.75743141,72.82952293,100,150000,1,modelski_ancient,1
Vaishali,Vaisali,India,25.6833,85.081782,100,100000,1,modelski_ancient,1
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,100,100000,1,modelski_ancient,1
Alexandria,,Egypt,31.200092,29.918739,200,600000,1,modelski_ancient,1
Antioch,,Turkey,36.20655,36.15722,200,400000,2,modelski_ancient,1
Anuradhapura,Anuradha-Pura,Sri Lanka,8.31223,80.41306,200,200000,1,modelski_ancient,1
Apamea,,Turkey,35.41853326,36.40475674,200,120000,3,modelski_ancient,1
Capua,,Italy,41.09971,14.22013,200,240000,1,modelski_ancient,1
Carthage,,Tunisia,36.8581,10.3308,200,300000,3,modelski_ancient,1
Ephesus,,Turkey,37.94049284,27.34104109,200,200000,3,modelski_ancient,1
Kayseri,"Caesarea, Mazaca",Turkey,38.73222,35.48528,200,100000,2,modelski_ancient,1
Linzi,,China,36.8167,118.3,200,100000,1,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,200,100000,1,modelski_ancient,1
Pataliputra,near Patna,India,25.611,85.144,200,100000,1,modelski_ancient,1
Pergamum,,Turkey,39.13225127,27.1836318,200,170000,1,modelski_ancient,1
Peshawar,"Purusapura, Pushkalavati",Pakistan,34.008,71.57849,200,100000,1,modelski_ancient,1
Rome,,Italy,41.89474,12.4839,200,1200000,1,modelski_ancient,1
Smyrna,Izmir,Turkey,38.41273,27.13838,200,100000,1,modelski_ancient,1
Taxilla,Taxila,Pakistan,33.75743141,72.82952293,200,100000,1,modelski_ancient,1
Vaishali,Vaisali,India,25.6833,85.081782,200,100000,1,modelski_ancient,1
Trabzon,Trebizond,Turkey,41.00145,39.717806,260,66000,3,chandler,1
Alexandria,,Egypt,31.200092,29.918739,300,500000,1,modelski_ancient,1
Antioch,,Turkey,36.20655,36.15722,300,330000,2,modelski_ancient,1
Anuradhapura,Anuradha-Pura,Sri Lanka,8.31223,80.41306,300,100000,1,modelski_ancient,1
Capua,,Italy,41.09971,14.22013,300,170000,1,modelski_ancient,1
Carthage,,Tunisia,36.8581,10.3308,300,300000,3,modelski_ancient,1
Ctesiphon,Taq-I  Kisra,Iraq,33.09378746,44.58006701,300,100000,1,modelski_ancient,1
Ephesus,,Turkey,37.94049284,27.34104109,300,125000,3,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,300,250000,1,modelski_ancient,1
Merida,Emerita,Spain,38.91611,-6.34366,300,100000,1,modelski_ancient,1
Merv,Merw,Turkmenistan,37.6628,62.1925,300,100000,1,modelski_ancient,1
Milan,,Italy,45.465453,9.198786,300,100000,1,modelski_ancient,1
Nanjing,Nanking,China,32.05,118.766667,300,100000,1,modelski_ancient,1
Nicomedia,,Turkey,40.766667,29.916667,300,100000,1,modelski_ancient,1
Rome,,Italy,41.89474,12.4839,300,1000000,1,modelski_ancient,1
Taxilla,Taxila,Pakistan,33.75743141,72.82952293,300,100000,1,modelski_ancient,1
Trier,Treves,Germany,49.75565,6.63935,300,100000,1,modelski_ancient,1
Ujjain,,India,23.18239,75.77643,300,100000,3,modelski_ancient,1
Vaishali,Vaisali,India,25.6833,85.081782,300,200000,1,modelski_ancient,1
Alexandria,,Egypt,31.200092,29.918739,361,125000,1,chandler,1
Antioch,,Syria/Turkey,36.20655,36.15722,361,150000,2,chandler,1
Arles,,France,43.6767,4.6278,361,40000,1,chandler,1
Carthage,,Tunisia,36.8581,10.3308,361,66000,3,chandler,1
Ctesiphon,Taq-I  Kisra,Iraq,33.09378746,44.58006701,361,250000,1,chandler,1
Damascus,,Syria,33.5102,36.29128,361,40000,1,chandler,1
Edessa,Urfa,Turkey,37.15,38.8,361,75000,1,chandler,1
Handan,Ye,China,36.6,114.483333,361,120000,3,chandler,1
Hippos,Hippo,Israel,32.77907253,35.65948301,361,40000,3,chandler,1
Jerusalem,,Israel,31.76904,35.21633,361,50000,1,chandler,1
Leptis,Leptis Magna,Libya,32.63777029,14.29232884,361,50000,3,chandler,1
Liaotung,penninsula,China,40.5,121.5,361,40000,3,chandler,1
Milan,,Italy,45.465453,9.198786,361,40000,1,chandler,1
Nanjing,Nanking,China,32.05,118.766667,361,150000,1,chandler,1
Nishapur,,Iran,36.213333,58.795833,361,50000,1,chandler,1
Patna,,India,25.610533,85.14145,361,150000,1,chandler,1
Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.03385,125.75432,361,50000,1,chandler,1
Rome,,Italy,41.89474,12.4839,361,150000,1,chandler,1
Teotihuacan,,Mexico,19.69291001,-98.84606,361,90000,1,chandler,1
Thessaloniki,"Salonica, Thessalonica",Greece,40.63935,22.944606,361,42000,1,chandler,1
Trier,Treves,Germany,49.75565,6.63935,361,60000,1,chandler,1
Ujjain,,India,23.18239,75.77643,361,80000,3,chandler,1
Vienne,,France,45.51667,4.86667,361,45000,3,chandler,1
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,361,80000,1,chandler,1
Alexandria,,Egypt,31.200092,29.918739,400,200000,1,modelski_ancient,1
Antioch,,Turkey,36.20655,36.15722,400,270000,2,modelski_ancient,1
Capua,,Italy,41.09971,14.22013,400,100000,1,modelski_ancient,1
Caracol,El Caracol,Mexico,20.6792,-88.5707,400,100000,3,modelski_ancient,1
Carthage,,Tunisia,36.8581,10.3308,400,270000,3,modelski_ancient,1
Ctesiphon,Taq-I  Kisra,Iraq,33.09378746,44.58006701,400,250000,1,modelski_ancient,1
Datong,"Taitong, Tatung",China,40.083333,113.3,400,100000,1,modelski_ancient,1
Handan,Ye,China,36.6,114.483333,400,100000,3,modelski_ancient,1
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,400,400000,1,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,400,200000,1,modelski_ancient,1
Merida,Emerita,Spain,38.91611,-6.34366,400,100000,1,modelski_ancient,1
Merv,Merw,Turkmenistan,37.6628,62.1925,400,100000,1,modelski_ancient,1
Nanjing,Nanking,China,32.05,118.766667,400,300000,1,modelski_ancient,1
Rome,,Italy,41.89474,12.4839,400,800000,1,modelski_ancient,1
Taxilla,Taxila,Pakistan,33.75743141,72.82952293,400,100000,1,modelski_ancient,1
Teotihuacan,,Mexico,19.69291001,-98.84606,400,100000,1,modelski_ancient,1
Tikal,Tical,Guatemala,17.222094,-89.623614,400,100000,1,modelski_ancient,1
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,400,100000,1,modelski_ancient,1
Alexandria,,Egypt,31.200092,29.918739,500,200000,1,modelski_ancient,2
Antioch,,Syria/Turkey,36.20655,36.15722,500,150000,2,chandler,1
Antioch,,Turkey,36.20655,36.15722,500,250000,2,modelski_ancient,1
Caracol,El Caracol,Mexico,20.6792,-88.5707,500,100000,3,modelski_ancient,1
Carthage,,Tunisia,36.8581,10.3308,500,100000,3,chandler,1
Ctesiphon,Taq-I  Kisra,Iraq,33.09378746,44.58006701,500,400000,1,modelski_ancient,2
Damascus,,Syria,33.5102,36.29128,500,50000,1,chandler,1
Datong,"Taitong, Tatung",China,40.083333,113.3,500,200000,1,modelski_ancient,1
Diyarbakir,Diarbekr,Turkey,37.914411,40.230628,500,80000,1,chandler,1
Edessa,Urfa,Turkey,37.15,38.8,500,100000,1,modelski_ancient,2
Ephesus,,Turkey,37.94049284,27.34104109,500,100000,3,modelski_ancient,1
Handan,Ye,China,36.6,114.483333,500,200000,3,modelski_ancient,1
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,500,500000,1,modelski_ancient,2
Jerusalem,,Israel,31.76904,35.21633,500,100000,1,modelski_ancient,2
